typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20170101,2017,52,2017,156,,,M,,842,,,76,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,46.529,True,,False,216874.0,,216874.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,100,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,2669.087,True,,False,2776359.0,,2776359.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,124,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,268.002,True,,False,541450.0,,541450.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,144,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,3.292,True,,False,8226.0,,8226.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,188,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,4.804,True,,False,7198.0,,7198.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,203,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,1.007,True,,False,49.0,,49.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,208,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,107.312,True,,False,686506.0,,686506.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,233,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,34.177,True,,False,20788.0,,20788.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,246,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,97.175,True,,False,193366.0,,193366.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,251,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,371.128,True,,False,848393.0,,848393.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,276,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,8073.559,True,,False,332015200.0,,332015200.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,300,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,0.013,True,,False,65.0,,65.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,344,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,128243.531,True,,False,857739921.0,,857739921.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,348,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,379.037,True,,False,387464.0,,387464.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,360,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,0.058,True,,False,300.0,,300.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,372,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,1611.656,True,,False,110898996.0,,110898996.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,376,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,24634.143,True,,False,3331102692.0,,3331102692.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,380,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,59.123,True,,False,79942.0,,79942.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,392,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,1640.217,True,,False,22726351.0,,22726351.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,410,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,11688.639,True,,False,117586515.0,,117586515.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,446,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,313.515,True,,False,631560.0,,631560.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,458,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,9569.272,True,,False,69667670.0,,69667670.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,484,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,1759.011,True,,False,1281699.0,,1281699.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,490,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,27257.105,True,,False,296342619.0,,296342619.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,528,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,4486.108,True,,False,17428350.0,,17428350.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,554,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,0.007,True,,False,36.0,,36.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,579,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,14.213,True,,False,4122.0,,4122.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,608,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,23097.516,True,,False,173334021.0,,173334021.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,616,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,2002.603,True,,False,79522.0,,79522.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,620,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,0.085,True,,False,201.0,,201.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,642,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,87.003,True,,False,195096.0,,195096.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,699,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,29.696,True,,False,45306.0,,45306.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,702,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,13483.815,True,,False,111029274.0,,111029274.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,705,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,6.926,True,,False,26354.0,,26354.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,724,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,162.275,True,,False,71855.0,,71855.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,757,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,80.067,True,,False,194815.0,,194815.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,764,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,1016.422,True,,False,15601864.0,,15601864.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,784,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,6.053,True,,False,16344.0,,16344.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,826,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,2186.938,True,,False,3600183.0,,3600183.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,882,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,0.506,True,,False,2600.0,,2600.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,842,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,255258.014,True,,False,4724727060.0,,4724727060.0,0,False,True
C,A,20170101,2017,52,2017,156,,,M,,842,,,0,,,H5,HS,True,8542,,,,C00,,0 ,0,,-1,,0.0,True,-1,,0.0,False,528958.887,True,,False,10211618367.0,,10211618367.0,0,False,True
C,A,20180101,2018,52,2018,156,,,M,,842,,,0,,,H5,HS,True,8542,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,579004.012,True,0.0,False,12018316937.0,0.0,12018316937.0,4,False,True
C,A,20190101,2019,52,2019,156,,,M,,842,,,0,,,H5,HS,True,8542,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,564099.739,True,0.0,False,13571791401.0,0.0,13571791401.0,4,False,True
C,A,20200101,2020,52,2020,156,,,M,,842,,,0,,,H5,HS,True,8542,,,,C00,,0,0,,-1,,0.0,True,-1,,0.0,False,565387.265,True,0.0,False,14223455156.0,0.0,14223455156.0,6,False,True
C,A,20210101,2021,52,2021,156,,,M,,842,,,0,,,H5,HS,True,8542,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,607569.284,True,0.0,False,15734159486.0,,15734159486.0,4,False,True
C,A,20220101,2022,52,2022,156,,,M,,842,,,0,,,H6,HS,True,8542,,,,C00,,0,0,,-1,,0.0,True,-1,,0.0,False,559038.202,True,0.0,False,12181956717.0,,12181956717.0,6,False,True
C,A,20230101,2023,52,2023,156,,,M,,842,,,0,,,H6,HS,True,8542,,,,C00,,0,0,,-1,,0.0,True,-1,,0.0,False,431279.261,True,0.0,False,8306920666.0,,8306920666.0,6,False,True
C,A,20240101,2024,52,2024,156,,,M,,842,,,0,,,H6,HS,True,8542,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,450216.116,True,0.0,False,11754177020.0,,11754177020.0,4,False,True
